0.00999	0.3	0.455	0.287	0.257	554	481
0.01999	0.3	0.454	0.237	0.309	752	645
0.02999	0.3	0.417	0.271	0.312	878	765
0.03999	0.3	0.401	0.258	0.341	965	842
0.04999	0.3	0.407	0.242	0.351	1045	914
0.05999	0.3	0.381	0.227	0.392	1133	993
0.06999	0.3	0.343	0.259	0.398	1190	1044
0.07999	0.3	0.4	0.23	0.37	1233	1095
0.08999	0.3	0.413	0.254	0.333	1269	1127
0.09999	0.3	0.416	0.255	0.329	1298	1163
0.10999	0.3	0.402	0.232	0.366	1337	1186
0.11999	0.3	0.398	0.262	0.34	1375	1207
0.12999	0.3	0.408	0.242	0.35	1413	1237
0.13999	0.3	0.428	0.231	0.341	1451	1263
0.14999	0.3	0.419	0.237	0.344	1473	1277
0.15999	0.3	0.405	0.269	0.326	1502	1295
0.16999	0.3	0.373	0.244	0.383	1533	1323
0.17999	0.3	0.409	0.249	0.342	1548	1344
0.18999	0.3	0.4	0.243	0.357	1573	1368
0.19999	0.3	0.387	0.279	0.334	1598	1395
0.20999	0.3	0.399	0.234	0.367	1620	1421
0.21999	0.3	0.381	0.268	0.351	1647	1442
0.22999	0.3	0.425	0.248	0.327	1667	1463
0.23999	0.3	0.374	0.229	0.397	1685	1483
0.24999	0.3	0.384	0.256	0.36	1696	1492
0.25999	0.3	0.416	0.237	0.347	1719	1503
0.26999	0.3	0.395	0.246	0.359	1747	1520
0.27999	0.3	0.378	0.253	0.369	1752	1526
0.28999	0.3	0.396	0.236	0.368	1773	1542
0.29999	0.3	0.401	0.26	0.339	1792	1551
0.30999	0.3	0.405	0.247	0.348	1805	1564
0.31999	0.3	0.396	0.262	0.342	1821	1575
0.32999	0.3	0.393	0.255	0.352	1830	1584
0.33999	0.3	0.385	0.255	0.36	1838	1588
0.34999	0.3	0.413	0.239	0.348	1860	1598
0.35999	0.3	0.432	0.239	0.329	1873	1612
0.36999	0.3	0.448	0.246	0.306	1878	1622
0.37999	0.3	0.415	0.228	0.357	1886	1634
0.38999	0.3	0.417	0.238	0.345	1902	1645
0.39999	0.3	0.411	0.252	0.337	1912	1652
0.40999	0.3	0.424	0.24	0.336	1918	1656
0.41999	0.3	0.395	0.259	0.346	1928	1667
0.42999	0.3	0.387	0.248	0.365	1943	1675
0.43999	0.3	0.394	0.254	0.352	1957	1686
0.44999	0.3	0.394	0.25	0.356	1966	1694
0.45999	0.3	0.399	0.24	0.361	1968	1696
0.46999	0.3	0.399	0.236	0.365	1977	1703
0.47999	0.3	0.397	0.237	0.366	1990	1709
0.48999	0.3	0.39	0.262	0.348	1994	1713
0.49999	0.3	0.406	0.255	0.339	2002	1715
0.50999	0.3	0.399	0.267	0.334	2009	1721
0.51999	0.3	0.39	0.252	0.358	2018	1728
0.52999	0.3	0.404	0.233	0.363	2031	1739
0.53999	0.3	0.405	0.247	0.348	2035	1743
0.54999	0.3	0.411	0.239	0.35	2047	1750
0.55999	0.3	0.421	0.25	0.329	2055	1759
0.56999	0.3	0.392	0.245	0.363	2067	1763
0.57999	0.3	0.407	0.27	0.323	2077	1769
0.58999	0.3	0.405	0.264	0.331	2082	1775
0.59999	0.3	0.385	0.247	0.368	2091	1782
0.60999	0.3	0.399	0.244	0.357	2092	1789
0.61999	0.3	0.416	0.231	0.353	2095	1791
0.62999	0.3	0.407	0.238	0.355	2099	1797
0.63999	0.3	0.399	0.248	0.353	2102	1804
0.64999	0.3	0.376	0.244	0.38	2113	1810
0.65999	0.3	0.41	0.243	0.347	2120	1818
0.66999	0.3	0.403	0.221	0.376	2127	1824
0.67999	0.3	0.41	0.216	0.374	2136	1832
0.68999	0.3	0.414	0.223	0.363	2145	1846
0.69999	0.3	0.392	0.262	0.346	2152	1851
0.70999	0.3	0.4	0.228	0.372	2157	1855
0.71999	0.3	0.368	0.231	0.401	2162	1861
0.72999	0.3	0.42	0.215	0.365	2165	1862
0.73999	0.3	0.389	0.229	0.382	2171	1871
0.74999	0.3	0.409	0.204	0.387	2177	1874
0.75999	0.3	0.4	0.242	0.358	2183	1879
0.76999	0.3	0.412	0.227	0.361	2187	1883
0.77999	0.3	0.356	0.255	0.389	2194	1890
0.78999	0.3	0.414	0.178	0.408	2197	1892
0.79999	0.3	0.366	0.248	0.386	2201	1896
0.80999	0.3	0.402	0.234	0.364	2204	1899
0.81999	0.3	0.408	0.236	0.356	2208	1903
0.82999	0.3	0.377	0.221	0.402	2216	1909
0.83999	0.3	0.381	0.242	0.377	2219	1909
0.84999	0.3	0.386	0.238	0.376	2220	1910
0.85999	0.3	0.411	0.225	0.364	2223	1916
0.86999	0.3	0.412	0.232	0.356	2224	1917
0.87999	0.3	0.37	0.261	0.369	2228	1919
0.88999	0.3	0.426	0.218	0.356	2233	1926
0.89999	0.3	0.41	0.23	0.36	2238	1928
0.90999	0.3	0.431	0.222	0.347	2239	1928
0.91999	0.3	0.416	0.263	0.321	2243	1931
0.92999	0.3	0.389	0.214	0.397	2248	1934
0.93999	0.3	0.425	0.205	0.37	2251	1941
0.94999	0.3	0.414	0.229	0.357	2255	1944
0.95999	0.3	0.397	0.231	0.372	2259	1950
0.96999	0.3	0.414	0.229	0.357	2262	1953
0.97999	0.3	0.401	0.234	0.365	2270	1957
0.98999	0.3	0.381	0.246	0.373	2271	1960
0.99999	0.3	0.376	0.262	0.362	2274	1962
